P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,SMILES,PICS
1,2,0,0,0,1,0,0,0,32,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,33,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,36,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,37,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,38,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,39,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,40,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,41,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,42,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,43,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,44,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,7,0,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,9,0,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,11,1,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,14,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,17,3,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,18,3,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,19,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,20,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,21,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,22,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,23,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,24,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,25,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,26,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,27,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,28,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,29,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,30,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,31,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,32,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,33,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,34,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,35,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,36,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,37,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,38,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,39,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,40,8,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,14,3,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,16,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,17,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,18,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,20,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,21,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,22,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,23,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,24,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,25,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,26,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,27,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,29,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,30,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,31,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,32,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,33,7,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,34,7,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,35,7,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,36,7,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,37,7,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,38,8,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,39,8,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,40,8,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,41,8,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,42,8,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,24,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,28,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,29,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,33,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,34,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,35,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,37,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,38,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,39,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,40,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,41,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,42,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,43,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,44,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,45,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,46,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,47,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,48,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,50,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,9,0,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,10,0,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,11,0,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,14,1,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,27,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,28,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,29,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,30,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,31,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,32,6,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,33,6,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,34,6,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,35,6,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,27,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,28,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,32,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,33,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,36,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,37,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,38,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,41,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,42,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,43,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,44,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,45,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,46,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,47,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,27,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,28,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,30,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,31,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,32,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,33,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,34,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,35,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,36,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,37,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,38,7,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,11,2,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,17,3,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,18,3,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,20,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,21,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,22,3,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,24,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,25,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,26,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,27,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,29,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,30,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,31,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,32,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,33,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,34,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,35,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,0,1,0,0,46,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,0,1,0,0,47,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,31,4,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,32,4,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,33,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,48,8,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,49,8,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,50,8,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,51,8,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,42,7,0,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,43,7,0,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,44,7,0,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,45,7,0,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,46,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,57,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,31,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,32,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,33,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,34,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,35,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,36,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,37,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,46,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,48,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,36,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,37,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,38,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,39,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,40,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,41,6,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,41,6,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,42,7,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,43,7,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,47,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,34,5,5,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,46,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,36,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,37,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,38,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,39,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,40,6,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,33,4,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,34,5,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,35,5,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,36,5,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,37,5,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,32,1,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,2,0,0,0,0,1,0,1,27,1,5,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,2,0,0,0,0,1,0,1,28,1,5,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,0,1,0,1,13,2,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,27,3,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,26,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,2,0,0,0,48,4,5,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,14,2,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,7,0,1,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,35,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,28,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,0,1,0,0,26,4,0,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,19,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,26,4,0,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,0,1,0,1,40,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,0,1,0,1,41,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,0,1,0,1,42,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,44,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,45,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,46,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,47,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,46,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,48,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,49,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,50,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,51,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,31,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,32,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,33,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,34,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,2,1,0,1,35,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,41,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,42,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,43,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,44,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,45,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,46,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,37,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,38,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,1,1,0,1,39,5,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,41,5,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,42,6,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,1,0,0,1,0,1,43,6,2,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,46,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,47,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,48,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,49,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,31,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,32,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,33,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,34,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,35,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,2,1,0,1,36,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,45,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,46,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,36,4,3,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,37,4,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
0,0,0,2,0,1,1,0,1,40,5,4,0,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,29,3,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,33,4,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,34,4,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,35,4,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,37,5,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,38,5,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,39,5,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,40,5,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,41,6,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,1,0,1,42,6,3,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,29,3,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,30,3,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,33,4,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,34,4,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,35,4,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,37,5,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,1,1,0,1,38,5,4,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,2,1,0,1,31,3,5,-1,1,2,0,0,0,0,0,0,0,0,0,,NULL
