P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,SMILES,PICS
1,0,0,0,0,0,1,0,0,14,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,15,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,17,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,19,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,20,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,21,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,22,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,23,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,24,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,25,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,26,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,27,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,28,4,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,29,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,30,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,31,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,32,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,33,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,34,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,35,5,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,36,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,37,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,38,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,39,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,40,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,41,6,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,42,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,43,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,44,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,45,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,46,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,47,7,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,48,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,49,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,50,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,51,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,52,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,53,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,0,1,0,0,54,9,1,0,0,1,0,0,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,7,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,9,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,11,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,12,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,13,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,14,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,15,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,16,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,17,2,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,18,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,19,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,20,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,21,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,22,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,23,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,24,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,25,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,26,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,27,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,28,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,29,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,30,4,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,31,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,32,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,33,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,34,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,35,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,36,5,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,37,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,38,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,39,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,40,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,41,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,42,6,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,43,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,44,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,45,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,46,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,2,0,0,0,47,7,2,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,13,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,16,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,17,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,18,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,19,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,20,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,21,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,22,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,23,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,24,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,25,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,26,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,27,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,28,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,29,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,30,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,31,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,32,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,33,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,34,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,35,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,36,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,37,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,38,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,39,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,40,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,41,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,42,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,43,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,44,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,45,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,46,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,47,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,48,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,49,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,50,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,51,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,52,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,53,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,54,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,55,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,0,0,0,0,1,0,0,0,56,9,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,13,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,16,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,17,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,18,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,19,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,20,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,21,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,22,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,23,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,24,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,25,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,26,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,27,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,28,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,29,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,30,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,31,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,32,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,33,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,34,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,35,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,36,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,37,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,38,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,39,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,40,6,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,41,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,42,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,43,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,44,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,45,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,46,7,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,2,0,0,0,1,0,0,0,47,8,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,9,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,11,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,12,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,13,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,14,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,15,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,16,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,17,2,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,18,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,19,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,20,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,21,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,22,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,23,3,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,24,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,25,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,26,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,27,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,28,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,29,4,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,30,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,31,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,32,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,33,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,34,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,35,5,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,36,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,37,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,38,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,39,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,40,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,41,6,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,42,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,43,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,44,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,45,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,46,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,47,7,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,48,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,49,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,50,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,51,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,52,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,53,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,54,8,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
2,0,0,0,0,0,0,0,1,55,9,0,0,1,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,12,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,13,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,15,2,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,16,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,17,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,18,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,19,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,20,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,21,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,22,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,23,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,24,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,25,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,26,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,27,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,28,4,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
1,1,0,0,0,1,0,0,0,29,5,1,0,0,0,0,1,0,0,0,0,0,0,0,,NULL
